ETKINLIK_ADI,ICERIK_ACIKLAMA
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Lider etkilemek ve duymak istiyorsa, öncelikle çok iyi duyması gerekir. Bu içerikte liderliği geliştirecek söyleneni ve söylenmeyeni duyma konusu açıklanmaktadır."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Lider olarak etkili iletişimin gücü tartışılmaz. Bu ieçrikte sözsüz ifadenin gücü & beden dili anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Değerler, her insanın varoluşunu oluşturan en önemli unsurlardır. Takım çalışmalarında bireyleri sahip oldukları değerler ön plana çıkarır. Sizi siz yapan 3 önemli değeri belirleyip, nedenini ifade etmeniz gerekmektedir."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Değerlerimizin toplamı var oluş tanımımızı belirler. Takımın ve çalışanların değerleri konusundaki farkındalık, takımı ortak hedef yolunda harekete geçiren liderleri oluşturur. Bu içerik bireyi temel alıp takıma ve lidere doğru değerleri ve önemini anlatm"
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Tüm insanlar 6 temel ihtiyaca sahiptirler ve bu ihtiyaçalr evrenseldir. Bu içerikte insan ihtiyaçalrı temel alınarak takım olmanın adımları açıklanmıştır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Kurumların başarı ile hedeflerine ulaşmasında artık en önemli kriter; birbirinden öğrenerek, sinerji yaratarak ve ortak akıl oluşturarak, fark yaratan takımlardır. Bu içerik performans ve motivasyonu yönetmeyi incelemektedir."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Engellere odaklanmak doğal olarak gelişimi tetiklemektedir. Bu içerikte gelişim odağında takımlar ve takım performansı öündeki engeller anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Patrick LENCIONI ‘Bir Liderlik Öyküsü’ adlı kitabında; takım olmanın önündeki zorluklardan bahsetmiştir. Bu içerikte liderlere bu zorlukları nasıl yöneteceklerine dair temel noktalar açıklanmıştır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Transaksiyonel analiz, insan davranışlarının arkasında neyi, neden, nasıl yaptığımıza odaklandığı için ilişkiler ile ilgili çok önemli ipuçları veriyor. Liderlik gelişimi için, transaksiyonel analiz kişinin güçlü ve zayıf yanlarını keşfetmesine ve geliştirmesine yardımcı olur. Bu eğitimde, transaksiyonel analiz ile liderlik becerilerinizi daha da güçlendirebilmeyi öğreneceksiniz."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Transaksiyon, bireyler arasındaki karşılıklı duygu, düşünce ve davranışlarındaki iletişim ve etkileşimleri ifade etmektedir. TA bilgisi temelinde takım ve takım çatışmaları incelenmektedir."
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,"Bir çalışan, yöneticisinden aldığı geri bildirim karşısında 4 farklı davranışta bulunabilir. Bu davranış biçimlerinin oluşmasına sahip bölgelere, yaşam pozisyonlarının 4 farklı bölgesi denilebilir. Peki sizce bu 4 farklı bölge için çalışanın vereceği tepkiler neler olabilir?"
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Yaşam Pozisyonlarına ait temel farkların eğlenceli bir egzersiz ile pekiştirilmesi. Bu alıştırma farklı örneklerle katılımcıyı Yaşam Pozisyonlarını ayırt etmeye yönlendirmektedir.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris'e ait Yaşam Pozisyonları teorisi liderlik bağı temel alınarak anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Yaşam Pozisyonları temelinde iletişimde nasıl yaklaşımlar sergileyebilecimizin ayrıntıları anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris'in teorisinde bahsettiği eksenlerin oluşturduğu dört alana Yaşam Pozisyonları denir ve özünde davranışları tanımlar. Bu içerikte 'Arabesk' davranış anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris'in teorisinde bahsettiği eksenlerin oluşturduğu dört alana Yaşam Pozisyonları denir ve özünde davranışları tanımlar. Bu içerikte 'Özgür' davranış anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris'in teorisinde bahsettiği eksenlerin oluşturduğu dört alana Yaşam Pozisyonları denir ve özünde davranışları tanımlar. Bu içerikte 'Özverili' davranış anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Thomas A. Harris'in teorisinde bahsettiği eksenlerin oluşturduğu dört alana Yaşam Pozisyonları denir ve özünde davranışları tanımlar. Bu içerikte 'Sahici' davranış anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Takım çalışması ve takım çalışmasının sürekliliği bir liderin varlığını gerekli kılmaktadır. Bu içerikte takım olmak ve yeni dönemdeki yansılamları açıklanmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Yetkilendirme yani yetki devrinin sistematiği ve temel noktaları açıklanmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Bu içerikte yöneticinin herhangi bir konuda karar verme hakkını astına aktarması yani yetki devri ve yetkilendirmenin gücü anlatılmaktadır.
TA (Transaksiyonel Analiz) ile Liderlik Gelişim Yolculuğu,Takımlar yaşayan organizmalardır ve çeşitli ihtiyaçlara sahiptirler. Bu içerikte ihtiyaçlar ile yansımaları temelinde yüksek performanslı takım olmanın 5 göstergesi anlatılmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Kendimizi ifade ederken gerçek niyetimizin ne olduğu önemli bir anlam ifade eder. Bu içerikte niyet, etki ve taahhüt yani NET olmak anlatılmaktadır."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Alt benliklere ait temel farkların eğlenceli bir egzersiz ile pekiştirilmesi. Bu alıştırma farklı örneklerle katılımcıyı Alt Benlikleri ayırt etmeye yönlendirmektedir.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Ebeveyn, Yetişkin, Çocuk, olarak tanımlanan benliklere ait alt benlikler anlatılmaktadır."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Kişiler kelimelere farklı anlamlar yüklemektedir. Bu kimi zaman kişinin ruh haline, kimi zaman ise geçmişte yaşadığı bir olaya dayanmaktadır. Bu eğitimde kelimelere farklı açılardan bakmayı uygulamalı olarak öğreneceksiniz. Olaylara farklı açılardan bakma yeteneğinizi ilerleterek, empati ve iletişim yeteneklerinizi güçlendireceksiniz."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Kişilerarası etkileşimi benlik durumları etkilemektedir. Bu envanterle beraber hangi benlik durumuna sahip olduğunuzu gözlemleyeceksiniz.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,İletişim ve liderlikte insanların duygularına dokunan yeni yöntemler yükselişe geçmektedir. Bu çerçevede duygu ve düşünceler temelinde davranışlarımız açıklanmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Bu eğitimde duygu düşünce ve davranışlarınız arasındaki ilişkiyi uygulamalı olarak karşılaştırarak bu üç unsuru kontrol altında tutabilme farkındalığı kazanacaksınız.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Ego kavramının akademik olarak incelenmesi ve kişiye ait duygu & düşüncelerin tamamını inceleyen Ego Durumları açıklanmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"<div>İnsanlar arası ilişkilerin analizi, hümanist psikoloji hareketinin parçasıdır.</div><div>Bir ego durumu, duygulara ve o anda düşündüklerimize bağlı olan bir davranış şeklidir.</div><div>Bu eğitimde ego durumlarını uygulamalı olarak analiz edeceksiniz.</div>"
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,İnsan davranışlarını açıklamanın bir yolu olarak geliştirilen TA ve TA kuramının temel kabullerini anlatılmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Program boyunca deneyimleyip öğrendiğiniz bir konu başlığı belirleyip, belirlediğiniz konuyu size hatırlatacak slogan bir cümle yazacaksınız. Bu konuya sürdür, dönüştür ve oluştur pencerelerinden bakacaksınız. Böylelikle o konu hakkında kendinizi değerlendirmeyi ve verilen cevaplar doğrultusunda kendinizi geliştirmeyi hedefleyeceksiniz. Bu eğitimde, belirli aşamalardan geçerek kendinize ait bir H.A.P. (Hemen Aksiyon Planı) oluşturmayı öğreneceksiniz."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Eric Berne tarafından geliştirilen Transaksiyonel Analiz, Berne'e göre aslında eski fikirleri yeni bir yol ile ve anlaşılır bir şekilde ortaya koymak için tasarlanmıştır. Bu eğitimde, 'Ben OK 'im, sen OK 'sin' isimli kitabın kısa bir özetini okuyacaksınız. Bu sayede Transaksiyonel Analiz kavramının tarihsel gelişimi, kabulleri ve benlik durumları hakkında bilgilere sahip olacaksınız."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Tüm ilişkilerimizde çok sık oynadığımız oyunlar ve bu oyunlarda sürekli takındığımız rollerimiz vardır. Karpman Drama Üçgeni, bu rolleri ve bu rollerin liderlik becerilerimize yansımalarını anlamakta bir çok ipucu veren bir psikoloji modelidir. Bu videoda"
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Bu eğitimimizde Dr. Stephen B. Karpman tarafından savunulan 'Kurban', 'Kurtarıcı' ve 'Suçlayıcı' rollerinin günlük hayatımızdaki konumunu öğreneceksiniz. Size verilen örnek senaryolarda hangi rolün öne çıktığını bulmaya çalışacaksınız."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Duygular insan hayatını ne ölçüde etkiler ve insan hayatına nasıl bir yön verebilir? Ters Yüz filminin izlenip, Transaksiyonel Analiz kapsamında değerlendirilmesi beklenmektedir."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Karşılıklı iletişimde hangi kelimeye nasıl tepki verildiği önem taşır. Bu içerikte etkili iletişim kurabilmek için kişilerin kelimelere yüklediği anlam farkları açıklanmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Lider etkilemek ve duymak istiyorsa, öncelikle çok iyi duyması gerekir. Bu içerikte liderliği geliştirecek söyleneni ve söylenmeyeni duyma konusu açıklanmaktadır."
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,Lider olarak etkili iletişimin gücü tartışılmaz. Bu ieçrikte sözsüz ifadenin gücü & beden dili anlatılmaktadır.
TA (Transaksiyonel Analiz) İle Etkili İletişim Gelişim Yolculuğu,"Transaksiyon, bireyler arasındaki karşılıklı duygu, düşünce ve davranışlarındaki iletişim ve etkileşimleri ifade etmektedir. TA bilgisi temelinde takım ve takım çatışmaları incelenmektedir."
Takım Hedefleri ve Sorumluluklarını Belirlemek ve Geri Bildirimleri Etkili Bir Şekilde Kullanmak,"<div>Bir takımda çalışan herkesin kendine has güçlü yönleri vardır. Takımların en yüksek performansı sergilemesini sağlamak için, bu güçlü yönlerin tanınması, görevlere ve sorumluluklara yansıtılarak, uygun hedeflere ulaşmak için yönlendirilmesi gerekir.<br /><br />Bu eğitimimizde, etkili takım hedefleri kurmak, görev belirlemek, takım üyelerinin yetkinliklerini değerlendirmek ve bu yetkinliklere göre görevler atamak gibi takım kurmaya ve yönetmeye dair teknikler öğreneceksiniz. Aynı zamanda takım liderliğinizi ve takım üyeleri arasındaki iş birliğini güçlendirmek adına, takım çalışmasını iyileştirmek için nasıl etkili bir şekilde geri bildirim alıp verebileceğinizi göreceksiniz.</div>"
Takım Liderliği Konusunda Uzman Görüşleri,"En bağımsız insan bile bir balonda çalışmaz. Bireyler, ortak hedefleri gerçekleştirmek için yüksek performanslı bir grup halini aldığında, takımlar hayallerin gerçeğe dönüştüğü yerler olur. Takımınızı bir sonraki seviyeye taşıyın!"
Takım Çalışmasını Geliştirme,"Günümüzde iş dünyası, çok hızla değişen rekabet ortamlarına, ekonomik ve sosyal ortamlara ayak uydurmaya çalışmaktadır. Bu değişime ayak uydurmak ise şirket içi kaynakları harekete geçirerek, fırsatlardan yararlanıp, tehditlere karşı koyabilmeyi gerektirir. Organizasyonların bu amaca uygun çalışmalarının temelinde etkin bir &ldquo;Takım Çalışması&rdquo; anlayışı yatar. <br />Bu eğitimde takımın ne demek olduğu, takım çalışmasının bireye ve kuruma faydaları, etkin bir takım üyesinin taşıması gereken özellikler anlatılmaktadır."
Takım Çalışmasını Geliştirme,"Takımların etkin bir şekilde çalışarak hedeflere başarı ile ulaşabilmeleri için her bir takım üyesinin ve bir bütün olarak takımın belirli alışkanlıklar edinmesi gerekir. <br />Bu eğitim,  'Takım etkinliğinde aranan özellikler neler?', 'Başarılı bir takım olmak neler yapmak gerekir?' ve 'Takım performansını artırabilmek için kullanılabilecek araçlar neler?' gibi sorulara yanıt vermektedir."
Takım İletişimi ve İş Birliğini Teşvik Etmek,"Takımları başarıyla yönetmek, takım üyelerinin sizinle ve birbirleriyle iletişim kurabilmesini ve bir takım olarak etkili bir şekilde iş birliği yapabilmesini gerektirir. Buna ulaşmak için, hem yerinde, hem de sanal takımlar için açık iletişim kanalları olması gerekir."
Takım İçi Anlaşmazlıkları Gidermek,"Başarılı takımlar, açık bir doğrultu, takım üyeleri arasında güven, etkili iletişim ve takım içi anlaşmazlıkları çözmek için açık süreçler gibi başlıklarla karakterize edilir. Bir takımın hayatta kalması, anlaşmazlığı hızlıca gören, sebebini öğrenen ve çözüm stratejilerini uygulamaya alan bir lidere bağlıdır."
Takımınıza Değişim ile Liderlik Edin,"Değişim her daim sürüyor. Etkili takım liderliği, değişimi mümkün kılan, bu sürekli dönüşen süreçlerde takımları yönetmek anlamına geliyor. O dönüşüm süreçlerinin sorunsuz ilerlemesi için gereken verimli takım çalışmasının önünde engel teşkil edebilecek engelleri kaldırmak ise büyük önem taşıyor."
Takımınızı Delegasyon ile İleri Taşımak,"Etkili bir delegasyon süreci, delege edilen görevlerin başarıyla tamamlanmasını sağlamak için doğru kişileri seçtiğiniz, onları uygun şekilde denetlediğiniz ve motive ettiğiniz, yapıcı geri bildirimde bulunduğunuz bir süreçtir. Ancak bu, delegasyon sürecinin bunlarla yetinmesi gerektiği anlamına gelmez. Hedeflerinize çoktan  ulaşmış olsanız da, daha fazla delegasyon aracılığıyla takımınızı bir sonraki seviyeye taşıyabilirsiniz.  Bu eğitimimizde, takım gelişimini iyileştirmek için delege edebileceğiniz farklı sorumluluk seviyelerini öğreneceksiniz. Sık görülen delegasyon risklerini aşmak için takımınızı nasıl yönetmeniz ve iyileştirmeniz gerektiğini keşfedeceksiniz. Ayrıca, delegasyon becerilerinizi nasıl değerlendireceğinizi ve geliştireceğinizi de öğreneceksiniz."
Tasarım Düşüncesi Kültürü Oluşturmak,"Organizasyonlarınızın ürün veya hizmetinin ana hedefleri müşterilerinizin belirli bir hedefe ulaşması veya bir problemi aşmasıdır. İşte burada tasarım düşüncesi kavramı devreye girer. Tasarım düşüncesi müşterilerinizin ihtiyaçlarını en iyi nasıl karşılayacağınızı belirleyen müşteri odaklı bir yaklaşımdır.  Bu eğitimde problemleri belirlemenize yardımcı olması için müşteri odağını geliştirecek yöntemler keşfedeceksiniz. Problemleri yeniden çerçeveleme, çözüm bulmak için beyin fırtınası yapma ve prototipleri kullanmak için doğru zamanları bulmak gibi tasarım düşüncesi stratejileri öğreneceksiniz. Ayrıca kullanıcı testi ve etkili problem çözümü için geri bildirim alma ve değerlendirme adına en iyi uygulamaları belirleyeceksiniz."
Tasarım Düşüncesi Süreci,"Bu eğitim, çözüm üretmek için ortak uzmanlıktan yararlanan bir yaklaşımı tanımlarken tasarım düşüncesi sürecine nasıl adapte olabileceğimizi içermektedir."
Tasarım Odaklı Düşünme Araçları,"Bu videoda, Tasarım Odaklı Düşünmenin en önemli anahtarı olan ilham sürecinin nasıl uygulanması gerektiğini bulabilirsiniz.<br />"
Tasarım Odaklı Düşünme Araçları,"Bu videoda, bir tasarım çözümü oluşturma yolunda çok sayıda yeni fikir üretmenin yollarından bazılarını göreceksiniz.<br />"
Tasarım Odaklı Düşünme Araçları,"Bu videoda, fikrinizi sürdürülebilir bir çözüme dönüştürme yolunda izlemeniz gereken yolları bulabilirsiniz.<br />"
Tasarım Odaklı Düşünme Araçları,"Bu videoda, fikirlerinizi somutlaştırmak için gerekli olan stratejileri göreceksiniz.<br />"
